drugName	cui	tty
Panalgesic Gold Liquid	C1949053	BN
Panalgesic Gold	C1655910	BN
Panasal 5/500	C0722446	BN
Panase	C0722447	BN
Panasorb	C1263639	BN
Panatuss DX	C1590757	BN
Panatuss	C1590714	BN
Pancof EXP	C1330460	BN
Pancof HC	C0722448	BN
Pancof XP	C0722449	BN
Pancof-PD	C1330461	BN
Pancof	C1330459	BN
Pancreas extract	C0771711	IN
Pancrease MT 10	C0722450	BN
Pancrease MT 16	C0722451	BN
Pancrease MT 20	C0722452	BN
Pancrease MT 4	C0722453	BN
Pancrease	C0702058	BN
Pancreatic EC 4	C0722455	BN
Pancreatic EC	C0722454	BN
Pancreatil-UL 12	C0939425	BN
Pancreatin 4X	C0722456	BN
Pancreatin	C0030304	IN
Pancrecarb MS 16	C1590571	BN
Pancrecarb MS-4	C0876753	BN
Pancrecarb MS-8	C0722457	BN
Pancrelipase 16 mu	C0722458	BN
Pancrelipase 20000	C1590605	BN
Pancrelipase D/R	C0722459	BN
Pancrelipase EC	C0722460	BN
Pancrelipase MT 16	C0722461	BN
Pancrelipase SR	C0939714	BN
Pancrelipase	C0770343	IN
Pancron 10	C0722462	BN
Pancron 20	C1590608	BN
Pancron D/R	C0722463	BN
Pancuronium Bromide	C0030311	IN
Pancuronium	C0030310	IN
Pandel	C0722464	BN
Pandex	C1589636	BN
Panex 500	C0722466	BN
Panex	C0722465	BN
Panfil G	C0722467	BN
Panfil	C1601776	BN
Pangestyme CN 10	C0939426	BN
Pangestyme CN 20	C0939427	BN
Pangestyme EC	C0939428	BN
Pangestyme MT 16	C0939715	BN
Pangestyme NL 18	C0939429	BN
Pangestyme UL 12	C1590548	BN
Pangestyme UL 18	C1590585	BN
Pangestyme UL 20	C1636756	BN
Panglobulin	C0722468	BN
Panhematin	C0030316	BN
Panixine DisperDose	C1602120	BN
Panlor DC	C0722470	BN
Panlor SS	C1170501	BN
Panlor	C0722469	BN
Panmist DM SR	C0939431	BN
Panmist DM	C0722471	BN
Panmist JR	C0722472	BN
Panmist LA	C0722473	BN
Panmist-S	C0722474	BN
Panmist	C1588192	BN
Panmycin	C0699124	BN
Pannaz S	C1170502	BN
Pannaz	C0722475	BN
Panocaps MT 16	C1590568	BN
Panocaps MT 20	C1590577	BN
Panocaps	C1590531	BN
Panokase 16	C1590591	BN
Panokase	C0722476	BN
Panretin	C0722482	BN
Panritis Forte	C0722483	BN
Panscol	C0722484	BN
Panshape M	C0722485	BN
Panthoderm	C0722486	BN
Pantoprazole sodium	C0795650	IN
Pantothenic Acid	C0030342	IN
Pap-Urea	C1638323	BN
Papacon	C0722488	BN
Papain	C0030346	IN
Papaveretum	C0030349	IN
Papaverine Hydrochloride	C0700461	IN
Papaverine	C0030350	IN
Papaya preparation	C1110619	IN
Papulex	C0699714	BN
Para-Time S. R.	C0722490	BN
Paracets	C0591949	BN
Paradione	C0722491	BN
Paraffin	C0030415	IN
Paraflex	C0813433	BN
Parafon Forte DSC	C0722492	BN
Paral	C0702207	BN
Paraldehyde	C0030438	IN
Paramethasone	C0030454	IN
Paramol	C0591952	BN
Paraplatin	C0591953	BN
Parcaine	C0722493	BN
Parcopa	C1565774	BN
Pardelprin MR	C0595486	BN
Pardryl	C0722494	BN
Paremyd	C0722495	BN
Parepectolin	C0623219	BN
Pargyline Hydrochloride	C0282289	IN
Pargyline	C0030557	IN
Pariet	C0732574	BN
Parlodel	C0000266	BN
Parmid	C1171461	BN
Parnate	C0701426	BN
Paromomycin Sulfate	C0205881	IN
Paromomycin	C0030576	IN
Paromycin	C0301322	BN
Paroven	C0700484	BN
Paroxetine Hydrochloride	C0771019	IN
Paroxetine mesylate	C1365510	IN
Paroxetine	C0070122	IN
Paroxypropione	C0521965	IN
Parsley extract	C0994494	IN
Partobulin	C0591955	BN
Partuss-LA	C0722496	BN
Parvolex	C0135546	BN
Paser D/R	C0722497	BN
Passiflora incarnata preparation	C0795652	IN
Passion flower extract	C0939808	IN
Pataday	C1873819	BN
Patanol	C0722498	BN
Pau d'arco preparation	C1145579	IN
Pavabid Plateau	C0722499	BN
Pavacot	C0722500	BN
Pavagen	C0722501	BN
Pavulon	C0030715	BN
Paxarel	C0722502	BN
Paxidorm	C0593356	BN
Paxil CR	C0876119	BN
Paxil	C0376414	BN
Paxipam	C0722503	BN
Paxofen	C1256229	BN
Paynocil	C1171466	BN
Pedameth	C0030749	BN
Pedi-Cort V	C0722505	BN
Pedi-Dri	C0722506	BN
Pedi-Pro (Benzalkonium)	C0722508	BN
Pedi-Pro	C0722507	BN
Pedia Relief Drops	C1813390	BN
Pedia Relief	C1704073	BN
Pedia-Pop Palsicles	C0876120	BN
PediaCare Children's NightRest Multi-Symptom Cold	C1948524	BN
PediaCare Infant Decongestant & Cough	C0722513	BN
Pediacare Cold and Allergy	C1170504	BN
Pediacare Cough Plus Cold	C1170505	BN
Pediacare Cough and Cold	C0722509	BN
Pediacare Decongestant	C1879159	BN
Pediacare Drops	C0722511	BN
Pediacare Fever	C0722512	BN
Pediacare Infant Decongestant and Cough	C0722513	BN
Pediacare Infants Cough	C1879082	BN
Pediacare Infants Decongestant	C1879078	BN
Pediacare Long Acting	C1170506	BN
Pediacare Multi Symptom Cold	C1879162	BN
Pediacare Nightrest	C0722514	BN
Pediacare Nighttime Cough	C1879166	BN
Pediacare	C1330462	BN
Pediachlor	C1704190	BN
Pediacof	C0722515	BN
Pediacon DX	C0722516	BN
Pediaflor Drops	C0307234	BN
Pediahist DM Drops	C1330463	BN
Pediahist DM	C1331415	BN
Pedialyte	C0722517	BN
Pediamist	C0722518	BN
Pediapap	C0722519	BN
Pediapred	C0722520	BN
Pediatan D	C1739447	BN
Pediatan	C1724658	BN
Pediatex 12 DM	C1711688	BN
Pediatex 12	C1589119	BN
Pediatex 12D	C1589116	BN
Pediatex CT	C1878953	BN
Pediatex D	C1170509	BN
Pediatex DM	C1590286	BN
Pediatex HC	C1637334	BN
Pediatex	C1330465	BN
Pediatric APAP	C0722521	BN
Pediatric Cough and Cold	C0722522	BN
Pediatric Nasal Decongestant	C0721967	BN
Pediatric Relief	C0722524	BN
Pediazole	C0135837	BN
Pediotic	C0722525	BN
Pediox Chewable	C1656275	BN
Pediox-S	C1878742	BN
Pediox	C1170512	BN
Peditex	C1590457	BN
Pedituss	C0722526	BN
Pedtrace-4	C0722528	BN
Pedural	C1588996	BN
Pedvax HIB	C0722529	BN
Pefloxacin Mesylate	C0877836	IN
Pefloxacin	C0030771	IN
Peganone	C0702073	BN
Pegaptanib Sodium	C1576729	IN
Pegasys	C1176430	BN
Pelodis	C1615196	BN
Pemirolast potassium	C0872971	IN
Pemolert	C0939716	BN
Pemoline	C0030800	IN
Pen VK	C0733823	BN
Pen-V	C0729095	BN
Pen-Vee K	C0722531	BN
Penbritin	C0483427	BN
Penbutolol Sulfate	C0282292	IN
Penbutolol	C0030812	IN
Pendex	C1602713	BN
Penecort	C0722532	BN
Penederm	C0722533	BN
Penetrex	C0701285	BN
Penfluridol	C0030815	IN
Penicillamine	C0030817	IN
Penicillin G Potassium	C0700462	IN
Penicillin G Sodium	C0037540	IN
Penicillin G, Benzathine	C0030829	IN
Penicillin G, Procaine	C0030830	IN
Penicillin G	C0030827	IN
Penicillin V Potassium	C0700553	IN
Penicillin V	C0030840	IN
Penicillin	C0220892	IN
Penidural-LA	C1262633	BN
Penlac Nail Lacquer	C0876754	BN
Pentacarinat	C0591959	BN
Pentaerythritol Tetranitrate	C0030858	IN
Pentagastrin	C0030859	IN
Pentam 300	C0307238	BN
Pentamidine Isethionate	C0030864	IN
Pentamidine	C0030863	IN
Pentasa	C0678171	BN
Pentaspan	C0591961	BN
Pentazine VC	C1704018	BN
Pentazine with Codeine	C1875971	BN
Pentazine	C0722535	BN
Pentazocine Hydrochloride	C0355587	IN
Pentazocine Lactate	C0700554	IN
Pentazocine	C0030873	IN
Pentetate	C1702916	IN
Pentetic Acid	C0013254	IN
Penthrane	C0728777	BN
Pentobarbital Sodium	C0700349	IN
Pentobarbital	C0030883	IN
Pentolair	C0722536	BN
Pentopak	C0876755	BN
Pentosan Polysulfate	C0600296	IN
Pentosan Polysulphate Sodium	C0524684	IN
Pentostatin	C0030896	IN
Pentothal	C0600350	BN
Pentoxifylline	C0030899	IN
Pentoxil brand of pentoxifylline	C1256382	BN
Pentran	C0591963	BN
Pentrax Gold	C0722538	BN
Pentrax	C0722537	BN
Pentylenetetrazole	C0030903	IN
Pepcid AC	C0591964	BN
Pepcid Complete	C0939434	BN
Pepcid RPD	C0722539	BN
Pepcid	C0678119	BN
Peppermint oil	C0070325	IN
Peppermint preparation	C0070324	IN
Pepsin A	C0030909	IN
Peptavlon	C0702012	BN
Peptic Relief	C0722540	BN
Peptide Hydrolases	C0030940	IN
Peptimax 200	C0730731	BN
Peptimax 400	C0730732	BN
Peptimax 800	C0730733	BN
Pepto Bismol Maximum Strength	C0722541	BN
Pepto Diarrhea Control	C0722542	BN
Pepto-Bismol Children's	C1878899	BN
Pepto-bismol	C0136074	BN
Peptones	C0030966	IN
Perazine	C0030969	IN
Perchloracap	C0722543	BN
Percocet	C0086787	BN
Percodan-Demi	C0722544	BN
Percodan	C0070384	BN
Percolone	C0722545	BN
Percorten V	C1615286	BN
Percutol	C0590710	BN
Perdiem Fiber Caplet	C1330466	BN
Perdiem Fiber	C0722547	BN
Perdiem Overnight	C1330468	BN
Perdiem	C0657994	BN
Perestan	C0722548	BN
Perfect Choice	C0722549	BN
Perfluorochemical	C0359181	IN
Perflutren Protein-A Microsphere	C1509955	IN
Perflutren	C0937858	IN
Pergolide Mesylate	C0031008	IN
Pergolide	C0031007	IN
Pergonal	C0700188	BN
Perhexiline	C0031013	IN
Peri-Colace	C0307257	BN
Peri-D.O.S.	C0722550	BN
Peri-DS	C0722551	BN
Periactin	C0031017	BN
Peridex	C0728727	BN
Perifix	C1589718	BN
Perimax Perio Rinse	C0876124	BN
Perindopril Erbumine	C0244718	IN
Perindopril	C0136123	IN
Perio Med	C0722552	BN
PerioChip	C0722553	BN
Periocheck	C1703618	BN
Periogard	C0722554	BN
Periosep	C1724492	BN
Periostat	C0722555	BN
Perisine	C0722556	BN
Perisol	C1170518	BN
Perloxx	C1724419	BN
Permapen	C1449751	BN
Permax	C0701028	BN
Permethrin	C0070455	IN
Permitil	C0722557	BN
Permole	C1601985	BN
Pernox Lemon	C0722558	BN
Pernox Lotion	C0722559	BN
Pernox Regular	C0722560	BN
Peroxin A 10	C0722562	BN
Peroxin A	C0722561	BN
Peroxyl	C0722563	BN
Perphenazine	C0031184	IN
Persa-Gel W	C0722565	BN
Persa-Gel	C0722564	BN
Persantin Retard	C0594122	BN
Persantine	C0700020	BN
Pertofrane	C0031232	BN
Pertussin CS Childrens	C0722567	BN
Pertussin ES	C0722568	BN
Pertussis Vaccine	C0031237	IN
Pertussis, acellular	C0717972	IN
Pertussis, whole cell	C0717973	IN
Peruvian balsam	C0070477	IN
Petiveria Alliacea Preparation	C1948466	IN
Petrola	C0722570	BN
Petrolatum, White	C0282298	IN
Petrolatum	C0031262	IN
Petroleum distillate	C0303762	IN
Petroleum preparation	C1110602	IN
Pevaryl	C0031270	BN
Pexeva	C1602496	BN
Pfizerpen	C0031283	BN
Phanasin	C0722572	BN
Phanatuss	C0722573	BN
Phanodorm	C1263616	BN
Pharmadine	C0699529	BN
Pharmadrine	C1170521	BN
Pharmaf	C0722574	BN
Pharmaflur 1.1	C1171289	BN
Pharmaflur	C1330470	BN
Pharmagesic	C0722575	BN
Pharmorubicin Rapid Dissolution	C0732527	BN
Phazyme 125	C0701212	BN
Phazyme Maximum Strength	C0876126	BN
Phazyme Ultra	C1170522	BN
Phazyme-125 Softgels Maximum Strength	C0307272	BN
Phazyme-95	C0722577	BN
Phazyme	C0722576	BN
Phen Tuss DM	C1601476	BN
Phen-Lax	C0722578	BN
Phena-HC	C1949598	BN
Phena-Plus	C1616752	BN
Phena-S	C0939435	BN
Phenabid DM	C1590723	BN
Phenabid	C1602286	BN
Phenacetin	C0031364	IN
Phenadex	C0722579	BN
Phenadoz	C1602186	BN
Phenagesic	C0722580	BN
Phenapap Sinus Improved	C0722582	BN
Phenapap	C0722581	BN
Phenaphen with Codeine	C0722583	BN
Phenasep Cherry	C0722584	BN
Phenavent D	C1330471	BN
Phenavent LA	C1330472	BN
Phenazine 50	C0722585	BN
Phenazo	C0722586	BN
Phenazocine Hydrobromide	C0355603	IN
Phenazocine	C0031376	IN
Phenazopyridine hydrochloride	C0700555	IN
Phenazopyridine	C0031379	IN
Phencarb GG	C1634059	BN
Phenchlor S.H.A.	C0722587	BN
Phenchlor Tannate Pediatric	C1630459	BN
Phenclor Tannate Pediatric	C1589208	BN
Phenco-Care	C1601743	BN
Phendal HD	C1654899	BN
Phendiet-105	C0722589	BN
Phendiet	C0722588	BN
Phendry	C0722590	BN
Phenelzine Sulfate	C0031393	IN
Phenelzine	C0031392	IN
Phenerbel-S	C0722591	BN
Phenergan Fortis	C0876127	BN
Phenergan Nightime	C0730734	BN
Phenergan VC with Codeine	C0307282	BN
Phenergan VC	C0307281	BN
Phenergan with Codeine	C0307284	BN
Phenergan with Dextromethorphan	C0307285	BN
Phenergan	C0591971	BN
Phenerzine	C0722592	BN
Phenesin	C1602325	BN
Phenformin Hydrochloride	C0770237	IN
Phenformin	C0031404	IN
Phenhist DH with Codeine	C0722593	BN
Phenhist Expectorant	C0722594	BN
Phenindamine tartrate	C0724658	IN
Phenindione	C0031406	IN
Pheniramine Maleate	C0887016	IN
Pheniramine	C0031408	IN
Phenmetrazine Hydrochloride	C0700556	IN
Phenmetrazine	C0031411	IN
Phenobarbital Sodium	C0282303	IN
Phenobarbital	C0031412	IN
Phenobel	C0722596	BN
Phenoject-50	C0722597	BN
Phenol Liquid	C0776652	IN
Phenolax	C0722598	BN
Phenolphthalein	C0600489	IN
Phenolsulfonphthalein	C0031430	IN
Phenoperidine Hydrochloride	C0358411	IN
Phenoperidine	C0031432	IN
Phenoptic	C0722599	BN
Phenoxybenzamine Hydrochloride	C0242430	IN
Phenoxybenzamine	C0031441	IN
Phenoxyethanol	C0301042	IN
Phenprocoumon	C0031444	IN
Phentercot	C0722600	BN
Phentermine Hydrochloride	C0282304	IN
Phentermine	C0031447	IN
Phentex-LA	C0722602	BN
Phentex	C0722601	BN
Phentolamine Mesylate	C0733398	IN
Phentolamine	C0031448	IN
Phentride	C0722603	BN
Phenurone	C0702064	BN
Phenydex	C1590811	BN
Phenydryl	C1612406	BN
Phenyl Chlor Tan Pediatric	C1589211	BN
Phenylalanine	C0031453	IN
Phenylbutazone	C0031463	IN
Phenyldrine	C0722604	BN
Phenylephrine CM TR	C1620454	BN
Phenylephrine HD	C1588433	BN
Phenylephrine Hydrochloride	C0031470	IN
Phenylephrine Tannate	C0724660	IN
Phenylephrine bitartrate	C0304428	IN
Phenylephrine, Chlorpheniramine, and Methscopolamine	C1589194	BN
Phenylephrine	C0031469	IN
Phenylethyl Alcohol	C0031398	IN
Phenylfenesin LA	C0722607	BN
Phenylfenesin	C0722606	BN
Phenylgesic	C0722608	BN
Phenylhistine DH Expectorant	C0722611	BN
Phenylhistine DH	C0722610	BN
Phenylhistine Expectorant	C0722612	BN
Phenylhistine	C0722609	BN
Phenylmercuric nitrate	C0301304	IN
Phenylpropanolamine Hydrochloride	C0011782	IN
Phenylpropanolamine	C0031495	IN
Phenyltoloxamine citrate	C0724662	IN
Phenytek	C1170523	BN
Phenytoin sodium	C0237417	IN
Phenytoin	C0031507	IN
Phenzene	C1602131	BN
Phicon	C0722616	BN
Phillips Gel	C0722617	BN
Phillips Milk of Magnesia	C0722618	BN
Phillips Stool Softener	C1170524	BN
Phillips' Cramp-free	C1949407	BN
Phimetin	C0591972	BN
Phlemex Forte	C1630690	BN
Phlemex-PE	C1646039	BN
Phlemex	C1631214	BN
Phlemgesic	C1629905	BN
Phloroglucinol	C0031566	IN
Phor Pain	C0591973	BN
Phos Cal	C1589366	BN
Phos-Flur	C0722620	BN
PhosLo Gelcap	C1170525	BN
Phoslo	C0722621	BN
Phospha 250 Neutral	C1654112	BN
Phosphate Fluoride	C0722622	BN
Phosphatidyl serine	C0301704	IN
Phosphatidylethanolamines	C0031618	IN
Phosphatidylinositols	C0031621	IN
Phosphatidylserines	C0031623	IN
Phosphocysteamine	C0031635	IN
Phospholine Iodide	C0701977	BN
Phospholipids	C0031676	IN
Phosphoric acid	C0031700	IN
Phosphorus	C0031705	IN
Photofrin	C0729236	BN
Phrenilin Forte	C0722624	BN
Phrenilin with Caffeine and Codeine	C1170526	BN
Phrenilin	C0722623	BN
Phthalylsulfacetamide	C0301318	IN
Phyllocontin	C0722625	BN
Physeptone	C0684217	BN
Physiolyte	C0722626	BN
Physiosol	C0722627	BN
Physiotens	C0593372	BN
Physostigmine sulfate	C0357701	IN
Physostigmine	C0031849	IN
Phytic Acid	C0031855	IN
Picolax	C0137027	BN
Pilagan with C Cap	C0722628	BN
Pilocar	C0722629	BN
Pilocarpine Hydrochloride	C0770456	IN
Pilocarpine Nitrate	C0351975	IN
Pilocarpine	C0031923	IN
Pilogel	C0593231	BN
Pilokair	C1588109	BN
Pilopine-HS	C0722630	BN
Piloptic-1/2	C0722632	BN
Piloptic-1	C0722631	BN
Piloptic-2	C0722633	BN
Piloptic-3	C0722634	BN
Piloptic-4	C0722635	BN
Piloptic-6	C0722636	BN
Pilostat	C0722637	BN
Pima brand of potassium iodide	C0722638	BN
Pimafucin	C0699517	BN
Pimecrolimus	C1099414	IN
Pimozide	C0031935	IN
Pin-X	C0722639	BN
Pinacidil	C0071074	IN
Pindolol	C0031937	IN
Pine tar	C0031938	IN
Pink Bismol	C0722640	BN
Pink Bismuth	C0722641	BN
Pinworm Medicine	C0722643	BN
Pinworm brand of Pyrantel	C0722642	BN
Pioglitazone hydrochloride	C0872972	IN
Pipecuronium Bromide	C0206049	IN
Pipecuronium	C0071102	IN
Pipemidate	C0369845	IN
Pipemidic Acid	C0031953	IN
Pipenzolate bromide	C0699629	IN
Piper nigrum extract	C0939867	IN
Piperacillin Sodium	C0700463	IN
Piperacillin	C0031955	IN
Piperazine citrate	C1145666	IN
Piperazine phosphate	C0137095	IN
Piperidolate hydrochloride	C0349890	IN
Piperonyl Butoxide	C0031962	IN
Pipobroman	C0031965	IN
Pipotiazine palmitate	C0770895	IN
Pipracil	C0701912	BN
Piptal	C0699630	BN
Piracetam	C0031977	IN
Pirarubicin	C0071126	IN
Pirbuterol acetate	C0724666	IN
Pirenzepine hydrochloride	C0770946	IN
Pirenzepine	C0031978	IN
Piribedil Mesylate	C0771647	IN
Piribedil	C0031979	IN
Pirinitramide	C0031982	IN
Piriton	C0008282	BN
Piroflam	C0591978	BN
Piroxicam	C0031990	IN
Pirozip	C0591980	BN
Pitocin	C0733348	BN
Pitressin	C0699128	BN
Pivampicillin Hydrochloride	C0085884	IN
Pivampicillin	C0032032	IN
Pivmecillinam hydrochloride	C0350794	IN
Pizotifen maleate	C0770897	IN
Pizotyline	C0032036	IN
Placebo (substance)	C1696465	IN
Placidex	C0591981	BN
Placidyl	C0701980	BN
Plan B	C0876128	BN
Plantago Seed	C0282327	IN
Plantain preparation	C0939900	IN
Plaquenil	C0699177	BN
Plaretase	C1170527	BN
Plasbumin-20	C1170528	BN
Plasbumin-25	C0722645	BN
Plasbumin-5	C0722646	BN
Plasbumin	C1589925	BN
Plasma-Lyte 56	C0722648	BN
Plasma-Lyte A PH-7.4	C0722649	BN
Plasma-Lyte and 5% Dextrose	C0722650	BN
Plasma-Plex	C0722651	BN
Plasma-lyte 148	C0071208	BN
Plasmanate	C1176432	BN
Plasmin	C0016016	IN
Platet	C1263136	BN
Platinex	C0950644	BN
Platinol-AQ	C0722652	BN
Platinol	C0699666	BN
Platosin	C1145694	BN
Plavix	C0633084	BN
Plegine	C0722653	BN
Plemex	C1703073	BN
Plenaxis	C1174732	BN
Plendil	C0700021	BN
Pletal	C0722654	BN
Plexion Cleanser	C1170530	BN
Plexion SCT	C1635224	BN
Plexion	C1170529	BN
Plicamycin	C0026234	IN
Pliva brand of Theophylline	C1829155	BN
Plum Preparation	C0973456	IN
Pneumococcal polysaccharides (7)	C1178694	IN
Pneumococcal vaccine	C0358314	IN
Pneumomist	C0722655	BN
Pneumotussin 2.5	C0939440	BN
Pneumotussin HC	C0722656	BN
Pneumotussin	C1330473	BN
Pneumovax 23	C0947642	BN
Pneumovax II	C0730742	BN
Pnu-Imune 23	C0307311	BN
Podactin	C0722657	BN
Podocon-25	C0722658	BN
Pododerm brand of podophyllin	C0722659	BN
Podofin	C0722660	BN
Podophyllum peltatum preparation	C1110634	IN
Podophyllum preparation	C1110663	IN
Polaramine Expectorant	C0722662	BN
Polaramine Repetabs Tablets	C0307312	BN
Polaramine	C1110621	BN
Poliovirus Vaccine, Inactivated	C0718003	IN
Poliovirus Vaccines	C0032374	IN
Polocaine with levonordefrin	C1588409	BN
Polocaine-MPF	C0722665	BN
Poloxamer 188	C0600611	IN
Poloxamer 407	C0600614	IN
Poloxamer	C0600615	IN
Poly CS	C0869472	BN
Poly D SR	C0939441	BN
Poly DM	C0722667	BN
Poly Hist DM	C1590800	BN
Poly Hist Forte	C0722668	BN
Poly Hist HC	C1741473	BN
Poly Hist PD	C1635228	BN
Poly Histine DM	C0722669	BN
Poly Iron	C0722670	BN
Poly Pact	C1615239	BN
Poly Pred	C0722671	BN
Poly Tan D	C1876787	BN
Poly Tan	C1876786	BN
Poly Tussin DM	C1170532	BN
Poly Tussin XP	C0722684	BN
Poly-D	C0722666	BN
Poly-Dex	C0722678	BN
Poly-Histine CS	C0722680	BN
Poly-Histine-D Ped	C0876129	BN
Poly-Histine-D SR	C0939718	BN
Poly-Histine-D	C0722681	BN
Poly-Histine	C0722679	BN
Poly-Tussin	C0722683	BN
Poly-Vent JR	C1616251	BN
Poly-Vent	C0722685	BN
Polycarb	C0722695	BN
Polycidin	C1588022	BN
Polycillin-PRB	C0722696	BN
Polycillin	C0700944	BN
Polycin-B	C0722697	BN
Polycitra-K	C0722699	BN
Polycitra-LC	C0722700	BN
Polycitra	C0722698	BN
Polydine	C0722701	BN
Polyethylene Glycol 300	C0032477	IN
Polyethylene Glycol 400	C0032478	IN
Polyethylene Glycols	C0032483	IN
Polyethylenes	C0032487	IN
Polygam S/D	C0722702	BN
Polygeline	C0032493	IN
Polygesic	C0722703	BN
Polymycin	C1602861	BN
Polymyxin B Sulfate	C0001714	IN
Polymyxin B	C0032535	IN
Polypodium Leucotomos	C1614561	IN
Polysaccharide iron complex	C0357080	IN
Polysaccharides	C0032594	IN
Polysorbate 80	C0032601	IN
Polysorbates	C0032602	IN
Polysporin Ophthalmic	C0722706	BN
Polysporin	C0137902	BN
Polytar	C0722707	BN
Polythiazide	C0032613	IN
Polytine CS	C0722708	BN
Polytine D	C0722709	BN
Polytine DM	C0722710	BN
Polytracin	C0722711	BN
Polytrim	C0483447	BN
Polyvalent crotalidae antivenin	C0305048	IN
Polyvalent pneumococcal vaccine	C0305065	IN
Polyvinyl Alcohol	C0032623	IN
Pomegranate Extract	C1961993	IN
Ponderax	C0699042	BN
Pondimin	C0699048	BN
Pondocillin	C0878153	BN
Ponoxylan	C1262765	BN
Ponstan Dispersible	C1186765	BN
Ponstan	C0699208	BN
Ponstel	C0699209	BN
Pontocaine HCl	C0722713	BN
Pontocaine Ophthalmic	C0722714	BN
Pontocaine	C0012059	BN
Poractant alfa	C0771648	IN
Porfimer Sodium	C1130428	IN
Pork Actrapid	C1254213	BN
Pork Insulatard	C0592565	BN
Pork Mixtard 30	C0730746	BN
Pork calcitonin	C0359091	IN
Portia brand of ethinyl estradiol/levonorgestrel	C1170534	BN
Posicor	C0137970	BN
PostProphy	C1724468	BN
Posterior Pituitary Hormones	C0032017	IN
Posture brand of calcium phosphate, tribasic	C0722716	BN
Posture-D H/P	C0722717	BN
Potaba	C0032820	BN
Potassium Acetate	C0137984	IN
Potassium Chloride-Potassium Gluconate	C0722719	IN
Potassium Chloride	C0032825	IN
Potassium Dichromate	C0032829	IN
Potassium Hydroxide	C0071767	IN
Potassium Iodide	C0032831	IN
Potassium Orotate	C0032836	IN
Potassium Permanganate	C0032838	IN
Potassium Sorbate	C0032841	IN
Potassium aminobenzoate	C0543464	IN
Potassium bitartrate	C0727538	IN
Potassium chlorate	C0163391	IN
Potassium gluconate	C0301527	IN
Potassium hydroxyquinoline sulfate	C0770947	IN
Potassium tartrate	C0138045	IN
Potassium	C0032821	IN
Povidex Peri	C0722721	BN
Povidex	C0722720	BN
Povidine	C0722722	BN
Povidone-Iodine	C0032857	IN
Povidone	C0032856	IN
Powergel	C0591988	BN
Poxi	C0722723	BN
Practolol	C0032896	IN
Prajmaline	C0032899	IN
Pralidoxime chloride	C0139449	IN
Pralidoxime mesylate	C0138211	IN
PrameGel	C0307343	BN
Pramimil	C1171429	BN
Pramipexole dihydrochloride	C0772054	IN
Pramlintide	C0537551	IN
Pramosone	C0722724	BN
Pramotic	C1330474	BN
Pramoxine hydrochloride	C0147008	IN
Prandin	C0722725	BN
Pranoxen Continus	C1186768	BN
Prascion Cleanser	C1330475	BN
Prascion RA	C1813394	BN
Pravachol	C0700763	BN
Pravastatin Sodium	C0700474	IN
Pravastatin	C0085542	IN
Pravigard Pac	C1330476	BN
Prax	C0722726	BN
Prazepam	C0032910	IN
Praziquantel	C0032911	IN
Prazosin hydrochloride	C0700578	IN
Prazosin	C0032912	IN
Pre Folic	C1601302	BN
Pre Sed	C1588624	BN
Precedex	C0876757	BN
Preconceive	C0591990	BN
Precose	C0591572	BN
Pred Forte	C0699633	BN
Pred Mild	C0699634	BN
Pred-G S.O.P.	C0722731	BN
Pred-G	C0722730	BN
Pred-Ject-50	C0722732	BN
Pred-Phosphate	C1588115	BN
Predacort 50	C0722733	BN
Predacorten	C0722734	BN
Predaject-50	C0722735	BN
Predalone 50	C0722736	BN
Predate-50	C0722737	BN
Predcor	C0722738	BN
Predenema	C0591993	BN
Predfoam	C0730821	BN
Predicort RP	C0722739	BN
Predicort-50	C0722740	BN
Prednesol	C0591994	BN
Prednicen-M	C0722741	BN
Prednicot	C1170535	BN
Prednimustine	C0032949	IN
Prednisol	C0722742	BN
Prednisolone sodium phosphate	C0138273	IN
Prednisone Intensol	C1615728	BN
Prednisone	C0032952	IN
Prednoral	C1602527	BN
Predone	C1602591	BN
Predsol	C0138279	BN
Predsulfair	C1589824	BN
Preferid	C0730823	BN
Prefest	C1330477	BN
Prefrin	C0722745	BN
Pregnenolone	C0373704	IN
Pregnyl	C0699381	BN
Prehist D	C0722746	BN
Prelief	C1949411	BN
Prelone	C0722747	BN
Prelu-2	C0722748	BN
Premarin with Methyltestosterone	C0307361	BN
Premarin	C0699710	BN
Premesyn PMS	C0722750	BN
Premier Skin Care	C1962045	BN
Premique Cycle	C0591998	BN
Premique	C0591997	BN
Premphase	C0722752	BN
Prempro	C0722753	BN
Prenazone	C0033056	IN
Prenylamine	C0033059	IN
Prep-Hem	C0720829	BN
Prepadine	C0591999	BN
Preparation H Cooling Gel	C1813398	BN
Preparation H Hydrocortisone	C0876133	BN
Preparation H	C0071888	BN
Prepidil	C0592000	BN
Prepulsid Quicklet	C1263503	BN
Prepulsid	C0592001	BN
Preservex	C0592551	BN
Pressimmune	C0033090	BN
Pretz Irrigation Solution	C0722786	BN
Pretz Nasal	C0722787	BN
Pretz-D	C0722788	BN
Prevacid SoluTab	C1170547	BN
Prevacid	C0286036	BN
Prevalite	C0722789	BN
Preven EC	C0722791	BN
Prevenar	C0876134	BN
Prevident 500 Plus Boost	C1330482	BN
Prevident 5000 Plus	C0722793	BN
Prevident Dental Rinse	C1170549	BN
Prevident	C0722792	BN
Previfem	C1628396	BN
